user_id,restaurant_id,interaction_type,timestamp
606,215,click,2024-01-04 21:02:00
734,173,click,2024-01-05 08:48:00
716,223,click,2024-01-06 19:16:00
650,40,click,2024-01-02 07:37:00
300,497,visit,2024-01-04 18:33:00
395,182,click,2024-01-02 18:47:00
207,270,click,2024-01-06 15:30:00
336,187,visit,2024-01-04 23:17:00
593,245,like,2024-01-05 16:32:00
730,478,click,2024-01-02 18:39:00
514,309,click,2024-01-07 14:50:00
178,231,click,2024-01-04 05:17:00
396,383,like,2024-01-01 10:12:00
371,155,click,2024-01-06 09:06:00
858,175,click,2024-01-02 07:24:00
791,336,click,2024-01-03 19:04:00
658,115,click,2024-01-03 04:14:00
318,390,click,2024-01-07 10:07:00
736,311,click,2024-01-02 03:02:00
369,481,like,2024-01-03 06:42:00
384,300,visit,2024-01-02 19:30:00
62,18,click,2024-01-03 03:09:00
806,272,click,2024-01-05 12:06:00
505,12,click,2024-01-01 20:55:00
239,404,click,2024-01-02 20:20:00
195,301,like,2024-01-07 09:54:00
678,192,review,2024-01-04 02:12:00
963,232,click,2024-01-07 16:34:00
222,443,click,2024-01-05 22:22:00
61,93,click,2024-01-03 21:36:00
129,478,visit,2024-01-03 13:26:00
990,218,visit,2024-01-04 15:17:00
685,278,like,2024-01-06 07:41:00
992,353,like,2024-01-01 13:10:00
156,487,click,2024-01-06 20:16:00
917,303,visit,2024-01-03 02:34:00
378,29,visit,2024-01-01 03:45:00
622,470,visit,2024-01-04 17:08:00
781,301,click,2024-01-05 11:46:00
923,77,visit,2024-01-03 04:59:00
868,9,visit,2024-01-07 06:03:00
903,24,visit,2024-01-03 22:23:00
790,15,visit,2024-01-06 05:20:00
586,164,like,2024-01-03 19:46:00
999,13,visit,2024-01-04 00:42:00
437,347,visit,2024-01-04 11:43:00
975,172,visit,2024-01-03 23:49:00
207,357,click,2024-01-01 04:06:00
388,327,click,2024-01-04 23:37:00
480,200,click,2024-01-02 02:58:00
791,485,visit,2024-01-06 23:32:00
887,489,visit,2024-01-04 14:00:00
838,462,review,2024-01-01 22:51:00
984,378,click,2024-01-06 08:48:00
340,76,click,2024-01-03 22:38:00
869,164,click,2024-01-02 19:32:00
340,372,click,2024-01-02 10:40:00
204,61,like,2024-01-05 02:39:00
161,488,click,2024-01-04 00:04:00
540,465,visit,2024-01-06 09:57:00
392,424,visit,2024-01-02 21:35:00
769,245,click,2024-01-05 05:23:00
677,477,like,2024-01-06 02:32:00
575,382,click,2024-01-07 06:21:00
534,155,click,2024-01-03 02:58:00
70,257,like,2024-01-07 06:41:00
893,244,like,2024-01-04 16:54:00
405,162,click,2024-01-01 19:13:00
608,68,click,2024-01-04 10:20:00
675,344,click,2024-01-03 03:19:00
591,277,click,2024-01-01 06:42:00
517,161,review,2024-01-03 01:35:00
828,391,visit,2024-01-07 19:14:00
120,449,click,2024-01-06 05:36:00
814,489,like,2024-01-05 02:39:00
690,259,click,2024-01-05 16:40:00
688,492,click,2024-01-01 16:20:00
902,307,review,2024-01-05 15:20:00
217,335,like,2024-01-02 15:44:00
56,95,like,2024-01-07 05:50:00
366,438,visit,2024-01-01 22:46:00
699,464,like,2024-01-03 00:58:00
504,458,click,2024-01-01 21:02:00
744,246,visit,2024-01-06 07:39:00
767,221,review,2024-01-05 07:07:00
925,123,click,2024-01-06 21:35:00
455,187,like,2024-01-07 20:45:00
104,262,click,2024-01-02 14:36:00
77,413,click,2024-01-06 11:49:00
230,273,like,2024-01-01 15:21:00
914,373,click,2024-01-05 22:34:00
258,60,visit,2024-01-05 13:34:00
264,406,click,2024-01-06 23:32:00
331,408,review,2024-01-04 20:09:00
993,125,click,2024-01-03 15:29:00
182,337,click,2024-01-01 19:26:00
893,341,click,2024-01-07 01:31:00
768,51,review,2024-01-05 08:28:00
550,178,like,2024-01-04 16:51:00
688,139,like,2024-01-04 11:49:00
27,440,click,2024-01-02 00:20:00
276,327,click,2024-01-04 06:07:00
652,170,click,2024-01-04 17:17:00
299,39,visit,2024-01-04 06:59:00
957,69,click,2024-01-01 05:27:00
799,236,review,2024-01-04 15:18:00
91,48,like,2024-01-06 22:23:00
480,381,click,2024-01-04 13:32:00
573,57,click,2024-01-04 06:52:00
458,277,like,2024-01-03 17:08:00
451,338,click,2024-01-04 16:11:00
365,99,click,2024-01-06 20:25:00
859,404,click,2024-01-03 04:02:00
675,15,visit,2024-01-04 09:16:00
351,325,like,2024-01-02 21:28:00
655,461,click,2024-01-07 08:04:00
400,179,click,2024-01-06 13:15:00
253,332,click,2024-01-02 06:23:00
781,62,like,2024-01-03 10:20:00
881,119,click,2024-01-03 19:53:00
803,469,click,2024-01-07 06:52:00
459,37,review,2024-01-01 20:30:00
699,134,review,2024-01-04 01:15:00
917,455,review,2024-01-05 04:51:00
499,26,like,2024-01-02 00:36:00
950,490,click,2024-01-02 09:43:00
971,496,click,2024-01-02 19:16:00
926,8,click,2024-01-06 10:40:00
508,457,click,2024-01-05 22:41:00
304,475,review,2024-01-02 16:30:00
501,4,like,2024-01-06 12:34:00
803,21,like,2024-01-05 19:43:00
598,415,click,2024-01-01 08:53:00
166,149,review,2024-01-01 20:56:00
415,488,like,2024-01-02 03:37:00
462,25,click,2024-01-07 11:44:00
920,487,like,2024-01-02 05:12:00
114,143,click,2024-01-07 20:35:00
433,245,click,2024-01-05 15:53:00
992,419,visit,2024-01-03 01:38:00
356,433,visit,2024-01-04 00:12:00
928,43,click,2024-01-03 12:53:00
695,425,click,2024-01-03 02:13:00
207,293,review,2024-01-07 04:12:00
768,185,visit,2024-01-06 07:32:00
235,42,like,2024-01-05 22:20:00
442,431,click,2024-01-04 09:06:00
355,92,click,2024-01-02 05:24:00
515,317,click,2024-01-01 18:42:00
208,398,click,2024-01-03 15:50:00
709,324,click,2024-01-05 15:40:00
853,53,click,2024-01-03 01:18:00
125,84,visit,2024-01-07 16:14:00
138,34,click,2024-01-02 01:40:00
339,76,like,2024-01-07 01:14:00
537,353,click,2024-01-04 19:07:00
68,408,click,2024-01-05 21:33:00
573,404,click,2024-01-04 22:30:00
541,197,click,2024-01-02 04:58:00
383,486,click,2024-01-03 21:49:00
19,286,review,2024-01-02 18:13:00
683,88,like,2024-01-04 15:49:00
450,235,click,2024-01-07 00:50:00
74,232,click,2024-01-02 16:18:00
573,7,visit,2024-01-04 12:36:00
939,292,like,2024-01-01 08:04:00
665,38,click,2024-01-01 11:04:00
276,464,visit,2024-01-03 09:34:00
48,52,like,2024-01-01 10:27:00
211,143,like,2024-01-07 20:36:00
855,430,like,2024-01-07 04:43:00
920,407,like,2024-01-03 23:27:00
651,396,review,2024-01-07 13:16:00
622,221,click,2024-01-04 14:06:00
994,428,visit,2024-01-03 16:34:00
695,240,like,2024-01-07 11:31:00
540,143,visit,2024-01-04 03:40:00
709,349,review,2024-01-06 04:36:00
191,493,click,2024-01-01 11:47:00
315,363,click,2024-01-06 23:44:00
901,382,click,2024-01-07 00:24:00
563,49,click,2024-01-01 00:47:00
661,277,click,2024-01-02 07:54:00
780,271,like,2024-01-01 18:25:00
562,14,click,2024-01-03 05:00:00
900,298,like,2024-01-06 22:29:00
758,492,visit,2024-01-01 09:27:00
113,464,click,2024-01-07 00:31:00
170,15,click,2024-01-01 14:26:00
468,234,visit,2024-01-01 17:08:00
678,63,like,2024-01-02 06:13:00
921,196,like,2024-01-03 14:08:00
14,27,like,2024-01-04 19:53:00
715,471,review,2024-01-03 10:46:00
288,93,visit,2024-01-04 08:03:00
907,105,review,2024-01-05 13:29:00
189,309,like,2024-01-01 17:30:00
914,52,like,2024-01-06 18:38:00
155,319,click,2024-01-05 08:38:00
567,457,review,2024-01-02 03:32:00
694,181,click,2024-01-06 16:39:00
722,57,like,2024-01-04 06:28:00
888,120,click,2024-01-07 13:56:00
471,308,click,2024-01-04 16:38:00
75,363,click,2024-01-05 01:39:00
277,43,click,2024-01-05 14:15:00
940,135,click,2024-01-06 19:30:00
645,373,like,2024-01-05 13:53:00
343,426,click,2024-01-03 11:55:00
425,260,click,2024-01-04 09:50:00
571,197,click,2024-01-03 06:14:00
511,133,visit,2024-01-04 02:13:00
857,459,click,2024-01-02 16:23:00
182,255,click,2024-01-06 15:08:00
458,489,click,2024-01-04 07:57:00
918,220,visit,2024-01-05 20:21:00
851,336,click,2024-01-07 21:42:00
833,41,click,2024-01-06 12:17:00
64,478,click,2024-01-05 15:21:00
839,388,review,2024-01-04 09:17:00
260,255,click,2024-01-03 21:37:00
193,2,visit,2024-01-03 09:09:00
655,494,click,2024-01-01 03:04:00
616,195,click,2024-01-03 04:13:00
972,242,click,2024-01-04 10:58:00
406,149,click,2024-01-07 00:58:00
726,198,click,2024-01-05 06:17:00
754,299,click,2024-01-02 08:12:00
943,245,click,2024-01-05 06:54:00
721,338,visit,2024-01-04 18:12:00
93,108,review,2024-01-01 19:56:00
430,453,click,2024-01-04 15:27:00
654,393,visit,2024-01-03 21:41:00
434,212,review,2024-01-01 22:18:00
404,156,like,2024-01-05 06:51:00
434,26,click,2024-01-02 19:40:00
112,82,like,2024-01-05 13:06:00
929,83,click,2024-01-07 03:54:00
375,131,visit,2024-01-05 02:51:00
59,329,click,2024-01-02 04:49:00
43,100,click,2024-01-07 16:09:00
207,256,click,2024-01-01 00:18:00
780,479,click,2024-01-05 03:31:00
296,49,visit,2024-01-01 07:44:00
118,401,click,2024-01-07 04:02:00
532,63,visit,2024-01-07 09:22:00
222,311,click,2024-01-04 16:30:00
166,407,click,2024-01-06 14:39:00
643,290,visit,2024-01-03 19:00:00
156,105,review,2024-01-01 02:42:00
184,105,click,2024-01-07 19:47:00
90,325,click,2024-01-01 04:54:00
94,15,like,2024-01-07 02:10:00
13,175,click,2024-01-06 00:40:00
973,259,like,2024-01-05 18:04:00
834,211,visit,2024-01-02 02:25:00
805,412,click,2024-01-03 08:20:00
945,259,click,2024-01-04 18:27:00
742,102,click,2024-01-05 17:32:00
834,260,click,2024-01-01 03:14:00
804,344,like,2024-01-07 06:33:00
438,159,like,2024-01-05 09:43:00
538,45,visit,2024-01-03 00:51:00
587,443,like,2024-01-05 21:21:00
968,301,click,2024-01-04 22:59:00
876,251,visit,2024-01-06 23:57:00
936,331,click,2024-01-06 17:51:00
811,165,like,2024-01-04 08:40:00
150,193,click,2024-01-06 07:16:00
660,9,visit,2024-01-02 07:00:00
8,401,like,2024-01-04 20:41:00
29,374,click,2024-01-01 15:30:00
296,65,click,2024-01-02 08:14:00
986,387,visit,2024-01-04 00:47:00
926,495,click,2024-01-02 12:11:00
721,282,visit,2024-01-03 06:54:00
640,181,review,2024-01-04 07:07:00
340,415,click,2024-01-04 01:12:00
628,282,click,2024-01-04 15:18:00
439,279,visit,2024-01-02 23:14:00
144,30,click,2024-01-07 20:06:00
942,266,click,2024-01-05 22:36:00
830,328,review,2024-01-03 00:48:00
747,492,visit,2024-01-06 03:45:00
519,217,click,2024-01-04 23:50:00
976,320,click,2024-01-05 12:14:00
45,406,visit,2024-01-02 03:52:00
955,399,like,2024-01-06 16:30:00
239,379,like,2024-01-06 04:04:00
952,105,click,2024-01-04 00:30:00
944,184,review,2024-01-01 21:27:00
155,330,visit,2024-01-05 14:10:00
181,148,visit,2024-01-07 10:10:00
215,105,visit,2024-01-07 02:33:00
88,47,click,2024-01-05 18:43:00
256,87,review,2024-01-04 14:27:00
511,309,click,2024-01-01 02:10:00
73,437,click,2024-01-06 14:04:00
931,129,like,2024-01-06 18:22:00
179,258,visit,2024-01-02 21:34:00
212,314,like,2024-01-07 06:22:00
805,147,visit,2024-01-07 03:37:00
234,446,click,2024-01-01 17:46:00
465,462,review,2024-01-04 10:50:00
751,72,click,2024-01-03 15:08:00
223,486,like,2024-01-01 21:57:00
631,140,click,2024-01-01 04:44:00
825,410,like,2024-01-05 20:06:00
264,27,click,2024-01-06 09:54:00
207,29,visit,2024-01-03 20:34:00
607,271,like,2024-01-01 00:47:00
885,174,click,2024-01-07 22:00:00
734,253,like,2024-01-05 06:18:00
366,385,like,2024-01-04 09:01:00
276,60,like,2024-01-03 06:19:00
380,107,review,2024-01-06 10:42:00
743,220,click,2024-01-03 08:55:00
309,441,click,2024-01-05 11:30:00
631,259,click,2024-01-07 01:59:00
268,371,click,2024-01-05 06:44:00
945,146,click,2024-01-06 09:47:00
785,52,visit,2024-01-03 19:45:00
64,60,click,2024-01-01 01:21:00
810,34,click,2024-01-03 02:05:00
350,96,click,2024-01-06 20:08:00
925,477,like,2024-01-01 05:34:00
915,89,visit,2024-01-07 01:50:00
494,316,click,2024-01-07 07:05:00
523,410,like,2024-01-07 05:04:00
98,231,click,2024-01-07 02:25:00
946,456,review,2024-01-05 21:48:00
71,275,visit,2024-01-07 20:30:00
364,246,click,2024-01-03 16:57:00
570,111,visit,2024-01-06 12:38:00
802,234,like,2024-01-06 15:01:00
763,278,click,2024-01-04 05:28:00
276,477,like,2024-01-07 17:14:00
50,417,click,2024-01-01 13:02:00
358,166,click,2024-01-03 11:46:00
728,128,click,2024-01-03 15:14:00
906,237,click,2024-01-07 08:55:00
928,494,click,2024-01-04 21:17:00
564,291,review,2024-01-05 21:30:00
783,107,click,2024-01-04 12:11:00
485,128,click,2024-01-01 12:22:00
84,195,visit,2024-01-04 03:44:00
899,339,like,2024-01-04 00:35:00
805,394,review,2024-01-03 12:08:00
638,475,like,2024-01-03 06:31:00
808,143,review,2024-01-02 17:50:00
584,395,like,2024-01-06 18:05:00
296,111,review,2024-01-05 04:55:00
236,90,like,2024-01-01 22:55:00
56,251,click,2024-01-07 11:23:00
919,280,click,2024-01-02 17:56:00
360,333,visit,2024-01-05 07:58:00
907,224,click,2024-01-01 01:30:00
110,101,click,2024-01-02 00:39:00
192,132,visit,2024-01-01 15:54:00
904,13,review,2024-01-06 16:54:00
93,457,click,2024-01-07 21:17:00
862,441,like,2024-01-03 07:05:00
568,497,like,2024-01-02 04:41:00
60,98,review,2024-01-07 16:32:00
650,120,review,2024-01-04 18:52:00
39,293,like,2024-01-02 18:27:00
540,304,visit,2024-01-04 10:03:00
49,199,click,2024-01-01 03:08:00
420,1,visit,2024-01-01 07:39:00
637,60,like,2024-01-02 13:16:00
13,250,like,2024-01-04 02:06:00
992,140,like,2024-01-01 09:40:00
36,149,click,2024-01-02 12:01:00
101,395,visit,2024-01-04 06:35:00
794,44,click,2024-01-07 18:03:00
86,371,click,2024-01-07 15:20:00
516,186,click,2024-01-05 02:17:00
223,108,click,2024-01-03 00:22:00
338,44,like,2024-01-07 00:24:00
960,78,click,2024-01-01 14:18:00
166,226,click,2024-01-02 16:40:00
383,162,review,2024-01-02 04:32:00
856,281,click,2024-01-01 08:35:00
895,253,click,2024-01-06 02:35:00
376,132,click,2024-01-01 22:55:00
471,448,click,2024-01-05 15:24:00
790,372,click,2024-01-03 13:09:00
642,375,click,2024-01-02 15:50:00
31,474,visit,2024-01-03 06:22:00
375,144,click,2024-01-04 05:18:00
11,266,click,2024-01-02 23:46:00
988,109,like,2024-01-06 10:48:00
302,194,click,2024-01-07 10:11:00
96,35,review,2024-01-07 05:08:00
190,467,click,2024-01-03 10:15:00
453,390,click,2024-01-05 12:14:00
192,275,like,2024-01-01 03:07:00
486,187,click,2024-01-04 04:18:00
266,437,click,2024-01-06 14:53:00
424,500,visit,2024-01-02 21:14:00
128,243,click,2024-01-06 03:28:00
238,264,like,2024-01-01 04:55:00
920,462,review,2024-01-03 10:53:00
355,10,click,2024-01-03 21:00:00
940,451,visit,2024-01-03 19:22:00
112,166,visit,2024-01-03 23:10:00
828,29,review,2024-01-03 02:51:00
446,271,like,2024-01-04 19:05:00
343,87,review,2024-01-06 08:53:00
145,23,click,2024-01-07 22:32:00
65,210,like,2024-01-05 04:05:00
247,46,click,2024-01-05 01:50:00
735,467,click,2024-01-03 17:04:00
991,28,review,2024-01-02 13:41:00
490,26,click,2024-01-07 17:54:00
825,266,review,2024-01-01 23:40:00
439,175,click,2024-01-05 15:33:00
106,4,like,2024-01-06 18:16:00
181,311,click,2024-01-01 07:58:00
184,322,click,2024-01-04 19:58:00
226,67,click,2024-01-05 13:37:00
777,135,visit,2024-01-05 17:05:00
790,55,click,2024-01-07 04:04:00
909,464,visit,2024-01-03 02:38:00
89,31,click,2024-01-01 03:13:00
688,74,click,2024-01-07 17:21:00
530,19,click,2024-01-01 00:58:00
371,156,click,2024-01-02 07:26:00
972,337,like,2024-01-04 04:13:00
936,156,like,2024-01-04 15:02:00
913,147,click,2024-01-02 19:00:00
399,485,visit,2024-01-04 05:24:00
106,87,like,2024-01-06 07:03:00
271,20,click,2024-01-01 03:40:00
975,269,click,2024-01-01 14:35:00
831,333,visit,2024-01-01 19:56:00
503,43,click,2024-01-02 21:09:00
679,395,click,2024-01-02 21:31:00
525,432,click,2024-01-01 05:35:00
849,399,visit,2024-01-06 20:16:00
32,401,click,2024-01-05 20:54:00
393,438,click,2024-01-01 20:47:00
40,306,click,2024-01-06 16:20:00
660,28,click,2024-01-03 17:57:00
218,467,click,2024-01-05 22:31:00
731,260,review,2024-01-04 04:29:00
981,22,click,2024-01-02 07:26:00
82,470,visit,2024-01-01 05:10:00
845,375,click,2024-01-02 02:44:00
720,101,visit,2024-01-04 22:19:00
201,39,visit,2024-01-03 18:22:00
447,290,click,2024-01-06 22:40:00
844,353,like,2024-01-03 11:06:00
428,300,click,2024-01-04 08:41:00
38,170,like,2024-01-05 06:54:00
211,296,click,2024-01-04 17:11:00
444,353,review,2024-01-06 13:37:00
327,396,like,2024-01-01 16:37:00
761,130,review,2024-01-01 08:16:00
227,156,visit,2024-01-04 22:45:00
48,74,click,2024-01-01 16:03:00
18,342,like,2024-01-01 19:58:00
912,465,like,2024-01-05 02:30:00
439,90,review,2024-01-04 19:24:00
807,67,click,2024-01-01 09:36:00
708,455,like,2024-01-03 04:40:00
187,236,click,2024-01-01 00:53:00
345,200,visit,2024-01-01 03:48:00
224,468,click,2024-01-07 05:30:00
830,332,click,2024-01-01 16:24:00
488,227,review,2024-01-07 00:20:00
909,465,click,2024-01-02 17:07:00
877,348,visit,2024-01-01 08:51:00
849,233,visit,2024-01-06 13:48:00
229,266,click,2024-01-01 09:21:00
390,86,click,2024-01-01 01:29:00
979,102,visit,2024-01-04 23:35:00
589,441,click,2024-01-07 15:58:00
188,481,like,2024-01-03 04:25:00
858,214,review,2024-01-01 21:32:00
270,108,click,2024-01-03 20:30:00
607,165,click,2024-01-06 04:56:00
310,461,click,2024-01-06 05:59:00
132,91,like,2024-01-03 15:01:00
551,192,click,2024-01-03 19:47:00
72,335,click,2024-01-03 10:25:00
793,86,visit,2024-01-02 15:51:00
845,222,review,2024-01-01 20:18:00
672,363,click,2024-01-04 13:55:00
187,424,click,2024-01-02 13:32:00
486,101,review,2024-01-03 16:51:00
191,226,visit,2024-01-07 20:26:00
422,364,like,2024-01-01 12:55:00
120,60,visit,2024-01-04 15:09:00
220,482,review,2024-01-06 20:16:00
53,250,visit,2024-01-06 05:53:00
734,48,like,2024-01-01 01:03:00
451,117,visit,2024-01-02 05:47:00
412,227,like,2024-01-05 22:11:00
643,362,click,2024-01-04 12:16:00
237,403,click,2024-01-06 14:29:00
758,456,like,2024-01-07 15:27:00
738,487,click,2024-01-03 17:15:00
720,33,visit,2024-01-01 01:32:00
406,44,click,2024-01-02 03:57:00
608,476,like,2024-01-04 19:48:00
422,165,click,2024-01-04 23:30:00
712,368,like,2024-01-03 16:24:00
247,345,visit,2024-01-04 10:16:00
72,292,click,2024-01-01 23:21:00
830,337,visit,2024-01-02 02:46:00
185,344,click,2024-01-01 14:57:00
6,405,click,2024-01-04 04:27:00
206,386,click,2024-01-03 13:53:00
544,287,click,2024-01-03 04:11:00
611,364,review,2024-01-02 01:32:00
906,225,click,2024-01-05 12:55:00
387,286,visit,2024-01-06 01:26:00
768,204,click,2024-01-02 05:58:00
699,172,visit,2024-01-06 16:02:00
76,12,click,2024-01-01 22:31:00
177,307,visit,2024-01-05 21:31:00
827,121,like,2024-01-05 18:18:00
799,433,visit,2024-01-07 20:15:00
349,244,click,2024-01-01 09:58:00
255,152,visit,2024-01-02 10:04:00
837,152,click,2024-01-01 04:18:00
702,188,click,2024-01-04 04:11:00
308,395,click,2024-01-06 13:23:00
345,13,click,2024-01-05 20:08:00
127,91,click,2024-01-05 06:56:00
937,200,like,2024-01-05 21:22:00
287,74,click,2024-01-06 22:59:00
766,256,click,2024-01-01 13:17:00
725,456,click,2024-01-04 23:13:00
762,448,visit,2024-01-06 01:51:00
596,276,visit,2024-01-03 19:00:00
487,328,click,2024-01-05 02:31:00
383,329,like,2024-01-03 17:54:00
406,71,visit,2024-01-07 19:39:00
388,78,click,2024-01-03 23:52:00
525,284,visit,2024-01-07 05:40:00
557,130,visit,2024-01-04 21:59:00
639,377,visit,2024-01-05 06:59:00
938,43,click,2024-01-05 16:59:00
626,8,click,2024-01-02 10:16:00
945,13,click,2024-01-07 10:15:00
276,213,visit,2024-01-05 22:22:00
500,111,like,2024-01-05 14:44:00
717,476,click,2024-01-05 00:25:00
337,291,click,2024-01-02 00:07:00
950,23,like,2024-01-01 08:34:00
932,302,like,2024-01-02 07:53:00
481,254,like,2024-01-02 08:31:00
897,15,visit,2024-01-04 20:50:00
911,130,like,2024-01-07 05:25:00
973,61,click,2024-01-01 05:28:00
273,115,click,2024-01-07 05:45:00
920,460,click,2024-01-07 08:33:00
58,320,like,2024-01-05 12:33:00
328,308,click,2024-01-05 03:33:00
731,420,click,2024-01-01 23:30:00
109,451,click,2024-01-06 08:34:00
279,325,click,2024-01-01 18:57:00
686,67,like,2024-01-04 05:46:00
328,249,click,2024-01-04 13:57:00
776,175,click,2024-01-02 02:08:00
315,339,like,2024-01-04 02:32:00
474,2,click,2024-01-06 06:06:00
111,172,visit,2024-01-03 06:34:00
699,485,like,2024-01-03 06:33:00
781,448,review,2024-01-05 08:03:00
935,465,like,2024-01-03 09:49:00
229,334,click,2024-01-05 02:52:00
497,284,visit,2024-01-05 13:24:00
156,475,click,2024-01-04 17:22:00
473,54,click,2024-01-04 05:16:00
701,458,click,2024-01-04 17:06:00
272,67,click,2024-01-01 20:36:00
887,420,like,2024-01-03 22:08:00
2,102,click,2024-01-04 02:28:00
758,120,visit,2024-01-02 15:06:00
722,191,click,2024-01-01 17:22:00
511,409,click,2024-01-04 07:26:00
913,470,review,2024-01-03 20:26:00
286,304,click,2024-01-06 16:39:00
871,423,visit,2024-01-06 02:00:00
13,47,click,2024-01-03 14:11:00
608,222,click,2024-01-07 18:45:00
498,21,click,2024-01-06 01:42:00
733,158,like,2024-01-04 19:32:00
238,348,click,2024-01-01 07:40:00
94,159,click,2024-01-02 14:22:00
338,377,click,2024-01-02 19:53:00
781,372,like,2024-01-07 15:03:00
171,410,like,2024-01-01 06:01:00
981,235,visit,2024-01-04 19:33:00
606,150,click,2024-01-05 23:06:00
661,405,like,2024-01-01 13:07:00
624,257,like,2024-01-01 03:28:00
567,165,like,2024-01-06 20:58:00
849,77,like,2024-01-04 12:52:00
936,85,visit,2024-01-01 09:13:00
467,46,click,2024-01-06 13:45:00
628,393,like,2024-01-07 18:59:00
143,401,review,2024-01-04 03:16:00
201,47,click,2024-01-05 11:31:00
180,213,click,2024-01-07 11:10:00
714,479,review,2024-01-02 01:13:00
364,487,click,2024-01-06 03:45:00
479,59,like,2024-01-04 17:11:00
565,54,click,2024-01-05 16:29:00
471,342,click,2024-01-05 20:45:00
384,12,click,2024-01-06 20:12:00
692,192,click,2024-01-02 15:04:00
926,6,click,2024-01-05 23:14:00
417,309,click,2024-01-02 08:51:00
825,144,like,2024-01-04 01:58:00
308,346,review,2024-01-04 16:44:00
649,261,click,2024-01-07 07:23:00
694,73,visit,2024-01-04 22:29:00
367,174,visit,2024-01-04 14:01:00
1,232,visit,2024-01-01 20:05:00
44,270,visit,2024-01-07 12:50:00
739,428,click,2024-01-02 06:55:00
843,447,click,2024-01-02 09:19:00
98,362,click,2024-01-02 16:35:00
720,222,click,2024-01-05 17:00:00
265,52,like,2024-01-03 03:38:00
800,116,click,2024-01-03 08:26:00
783,26,like,2024-01-04 18:40:00
140,53,review,2024-01-05 11:16:00
481,365,review,2024-01-02 05:37:00
237,29,review,2024-01-06 03:23:00
974,19,click,2024-01-05 18:18:00
953,303,visit,2024-01-03 00:59:00
904,392,click,2024-01-01 13:58:00
72,279,like,2024-01-04 23:25:00
667,117,like,2024-01-04 07:19:00
190,106,like,2024-01-04 09:00:00
268,419,click,2024-01-03 04:18:00
321,479,like,2024-01-01 02:55:00
107,309,click,2024-01-04 04:45:00
232,227,click,2024-01-03 04:42:00
42,352,like,2024-01-02 21:52:00
702,186,click,2024-01-07 12:21:00
883,261,review,2024-01-01 13:57:00
139,16,click,2024-01-06 10:45:00
615,273,like,2024-01-02 21:33:00
683,160,click,2024-01-06 08:08:00
863,358,like,2024-01-04 14:46:00
273,250,like,2024-01-02 20:13:00
481,224,review,2024-01-05 06:20:00
416,256,click,2024-01-06 00:19:00
506,180,review,2024-01-03 07:49:00
733,20,click,2024-01-03 07:10:00
725,112,click,2024-01-04 06:00:00
853,120,click,2024-01-02 15:46:00
424,194,like,2024-01-04 14:31:00
407,468,click,2024-01-01 06:13:00
568,111,like,2024-01-04 05:55:00
390,210,like,2024-01-01 21:01:00
342,1,click,2024-01-06 07:13:00
946,58,review,2024-01-06 18:32:00
614,93,click,2024-01-04 20:12:00
933,221,like,2024-01-05 01:22:00
493,211,click,2024-01-03 16:05:00
192,428,visit,2024-01-03 00:04:00
499,232,click,2024-01-03 20:58:00
822,262,click,2024-01-04 21:43:00
712,364,click,2024-01-02 11:19:00
233,103,click,2024-01-06 08:36:00
